idx	AdvA	status	method	crc_calc_orig_hex	crc_rx_hex	fix_pos	fix_bit	hp_msb_hex_fixed_or_padded	crc_field_msb_hex_shifted	pad_bits
308	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	b4a47e	fae2ed					
309	7C:AA:1D:44:D2:57	ORIG_OK	ORIG_OK	2d9a79	2d9a79					
310	43:AE:D7:2A:47:DF	ORIG_OK	ORIG_OK	577489	577489					
311		CRC_BAD	UNFIXED	f997bb	52d62e					
312	C2:FE:C7:D7:CA:A0	CRC_BAD	UNFIXED	e685f2	41006d					
313	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	5d1fd3	4bd8db					
314	F0:E3:99:3D:ED:D2	CRC_BAD	UNFIXED	ecc7c7	ed584d					
315	CE:AA:AB:D2:FC:09	ORIG_OK	ORIG_OK	c7d1a1	c7d1a1					
316	43:CF:E8:02:99:A5	ORIG_OK	ORIG_OK	372bcd	372bcd					
317	44:27:8B:7A:64:72	ORIG_OK	ORIG_OK	43a866	43a866					
318	F6:FE:7E:BD:D0:B3	ORIG_OK	ORIG_OK	42917a	42917a					
319	7C:67:E3:3C:A2:1C	CRC_BAD	UNFIXED	4ae61a	381713					
320	7D:C9:C0:BD:85:B3	ORIG_OK	ORIG_OK	771cf1	771cf1					
321	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	fae800	32e2ed					
322	C2:97:CC:47:79:BF	ORIG_OK	ORIG_OK	cc632b	cc632b					
323	45:4E:56:DC:16:AA	CRC_BAD	UNFIXED	e82ed4	85f766					
324	7C:AA:1D:44:D2:57	CRC_BAD	UNFIXED	271814	2d9a79					
325	EA:32:7A:C5:8D:BF	ORIG_OK	ORIG_OK	5707a0	5707a0					
326	FC:72:62:ED:92:3D	CRC_BAD	UNFIXED	c56d64	2a6d9c					
327	43:AE:D7:29:47:DF	CRC_BAD	UNFIXED	1ff9c4	577489					
328	C6:70:C1:4D:DA:68	ORIG_OK	ORIG_OK	6c7a3e	6c7a3e					
329	D0:6D:78:47:39:4F	CRC_BAD	UNFIXED	ece0fb	72562f					
330	DC:D6:44:C7:D7:A6	ORIG_OK	ORIG_OK	4bd8db	4bd8db					
331	4A:01:B9:78:EA:1D	CRC_BAD	UNFIXED	c10e88	5dd250					
332	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	fe6e4a	c7d1a1					
333	E9:5A:FB:9E:46:7C	ORIG_OK	ORIG_OK	11e0c1	11e0c1					
334	F4:0A:68:DD:7E:C0	ORIG_OK	ORIG_OK	7ebd5f	7ebd5f					
335	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	f5344f	279386					
336	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	26f92e	43a866					
337	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	ad2e3b	902841					
338	7C:67:E3:3C:A2:1C	ORIG_OK	ORIG_OK	381713	381713					
339	F6:FE:7E:BD:D0:B3	ORIG_OK	ORIG_OK	42917a	42917a					
340	57:A4:BC:C5:0D:C9	ORIG_OK	ORIG_OK	fae2ed	fae2ed					
341	45:4E:56:DC:16:AA	CRC_BAD	UNFIXED	40f18c	85f766					
342	7C:AA:1D:44:D2:57	CRC_BAD	UNFIXED	984af4	2d9a79					
343	EA:32:7A:C5:8D:BF	CRC_BAD	UNFIXED	48934b	f707a0					
344	C6:70:C1:4D:DA:78	CRC_BAD	UNFIXED	e747ae	6c7a3e					
345	D0:6D:78:47:39:4F	CRC_BAD	UNFIXED	5ffe61	52d62e					
346	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	c3d4a4	4bd8db					
347	F0:E3:99:3D:ED:D2	CRC_BAD	UNFIXED	a3ca9d	ed584d					
348	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	c6bed9	c7d1a1					
349	7F:CC:BF:4B:DA:DE	ORIG_OK	ORIG_OK	ef4377	ef4377					
350	E9:5A:FB:9E:46:7C	ORIG_OK	ORIG_OK	11e0c1	11e0c1					
351	D5:30:D6:9E:D7:F2	CRC_BAD	UNFIXED	cbc69d	cbdc45					
352	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	df7ff8	be2ee8					
353	AA:16:19:06:01:02	CRC_BAD	UNFIXED	992780	43a866					
354	CB:F7:96:33:13:53	CRC_BAD	UNFIXED	6d5694	a4a843					
355	7C:67:E3:3C:A2:1C	CRC_BAD	UNFIXED	d04276	381713					
356	F6:FE:7E:BD:D0:B3	ORIG_OK	ORIG_OK	42917a	42917a					
357	7D:C9:C0:BD:85:B3	CRC_BAD	UNFIXED	771cf1	771e71					
358	7C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	819c9b	b82370					
359	C6:70:C1:4D:DA:68	ORIG_OK	ORIG_OK	6c7a3e	6c7a3e					
360	D0:6D:78:47:39:4F	CRC_BAD	UNFIXED	6e8096	52d62e					
361	D9:B1:51:3A:9C:30	ORIG_OK	ORIG_OK	0ebfcb	0ebfcb					
362	C2:FE:C7:D7:CA:A0	CRC_BAD	UNFIXED	c0fedc	41006d					
363	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	93356d	4bd8db					
364	4A:01:B9:78:EA:1D	ORIG_OK	ORIG_OK	5dd250	5dd250					
365	F0:E3:99:3D:ED:D2	ORIG_OK	ORIG_OK	ed584d	ed584d					
366	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	16f496	c7d1a1					
367	43:CF:E8:02:99:A5	ORIG_OK	ORIG_OK	372bcd	372bcd					
368	7F:CC:BF:4B:DA:DE	CRC_BAD	UNFIXED	58ff77	ef4377					
369	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	f6d029	7ebd5f					
370	C5:68:6B:99:6A:C5	ORIG_OK	ORIG_OK	be2ee8	be2ee8					
371	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	0dc60a	43a866					
372	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	aee7e1	e4f30b					
373	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	487c7a	42917a					
374	7D:C9:C0:BD:85:B3	ORIG_OK	ORIG_OK	771cf1	771cf1					
375	45:4E:56:DC:16:AA	ORIG_OK	ORIG_OK	85f766	85f766					
376	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	526859	a225ed					
377	7C:AA:1D:44:D2:57	CRC_BAD	UNFIXED	a49cd8	019a79					
378	FF:E8:62:AC:0E:D2	ORIG_OK	ORIG_OK	c9c7f2	c9c7f2					
379	DC:D9:17:9B:A7:45	ORIG_OK	ORIG_OK	b140e1	b140e1					
380	7C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	9bee08	b82370					
381	D0:6D:78:47:39:4F	CRC_BAD	UNFIXED	323263	52d62e					
382	D9:B1:51:3A:9C:30	ORIG_OK	ORIG_OK	0ebfcb	0ebfcb					
383	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	69939e	4bd8db					
384	43:CF:E8:02:99:A5	ORIG_OK	ORIG_OK	372bcd	372bcd					
385	E9:5A:FB:9E:46:7C	ORIG_OK	ORIG_OK	11e0c1	11e0c1					
386	F4:0A:68:DD:7E:C0	ORIG_OK	ORIG_OK	7ebd5f	7ebd5f					
387	D5:30:96:9E:D7:F2	CRC_BAD	UNFIXED	04592c	cbf445					
388	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	7b081c	be2ee8					
389	52:5C:3A:99:8C:AB	ORIG_OK	ORIG_OK	72da5e	72da5e					
390	44:27:8B:3A:64:72	CRC_BAD	UNFIXED	dc45fb	43a866					
391	7C:67:E3:3C:A2:1C	CRC_BAD	UNFIXED	96b8df	391711					
392	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	d6765b	42917a					
393	C2:97:A0:09:6A:11	ORIG_OK	ORIG_OK	25957f	25957f					
394	7C:AA:1D:44:D2:57	CRC_BAD	UNFIXED	84b9a3	2d9a79					
395	43:AE:D7:2A:47:DF	CRC_BAD	UNFIXED	6d8d0e	577489					
396	FF:E8:62:AC:0E:D2	CRC_BAD	UNFIXED	5e4557	c9c7f2					
397	7C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	ede4ec	b82370					
398	D0:6D:78:47:39:4F	CRC_BAD	UNFIXED	8b71c0	52d62e					
399	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	2d5222	833a2b					
400	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	fdf36f	4bdcdb					
401	4A:01:B9:78:EA:1D	CRC_BAD	UNFIXED	7fa1e8	5dd250					
402	CE:AA:AB:D2:FC:09	ORIG_OK	ORIG_OK	c7d1a1	c7d1a1					
403	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	72a2fd	372bcd					
404	E9:5A:0B:9E:46:7C	CRC_BAD	UNFIXED	6e5871	11e0c1					
405	F4:0A:68:DD:7E:C0	ORIG_OK	ORIG_OK	7ebd5f	7ebd5f					
406	D5:30:D6:9E:D7:F2	CRC_BAD	UNFIXED	2f352b	cbf445					
407	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	0a5603	be2ee8					
408		CRC_BAD	UNFIXED	b43e9c	72da5e					
409	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	77263e	43a866					
410	7C:67:E3:3C:A2:1C	CRC_BAD	UNFIXED	cbebd8	381713					
411	7D:C9:C4:BD:85:B3	CRC_BAD	UNFIXED	4ee286	771cf1					
412	45:4E:56:DC:16:AA	ORIG_OK	ORIG_OK	85f766	85f766					
413	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	e5b000	dae8ed					
414	7C:AA:1D:44:D2:57	ORIG_OK	ORIG_OK	2d9a79	2d9a79					
415	F6:72:62:ED:92:3D	CRC_BAD	UNFIXED	33953c	2a6d9c					
416	7C:24:AF:57:9B:5D	ORIG_OK	ORIG_OK	b82370	b82370					
417	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	75abed	6c7a3e					
418	D9:B1:51:3A:9C:30	CRC_BAD	UNFIXED	521a82	0ebfcb					
419	C2:FE:17:D7:CA:A0	CRC_BAD	UNFIXED	5ea903	41006d					
420	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	7e916b	4bd8db					
421	4A:01:B9:78:EA:1D	ORIG_OK	ORIG_OK	5dd250	5dd250					
422	43:CF:E8:02:99:A5	ORIG_OK	ORIG_OK	372bcd	372bcd					
423	7F:CC:BF:4B:DA:DE	CRC_BAD	UNFIXED	e4102e	ef4377					
424	E9:5A:FB:9E:46:7C	CRC_BAD	UNFIXED	f72f07	780fd4					
425	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	d07f5e	7eb47b					
426	D5:30:D6:9E:D7:F2	CRC_BAD	UNFIXED	cbb6f7	cbf6c4					
427	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	84dfcb	be2ee8					
428	52:5C:3A:99:8C:AB	ORIG_OK	ORIG_OK	72da5e	72da5e					
429	7C:67:E3:3C:A2:1C	ORIG_OK	ORIG_OK	381713	381713					
430	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	e4f30b	e4fe0b					
431	7D:C9:C0:BD:85:B3	CRC_BAD	UNFIXED	45fe59	771cf1					
432	7C:AA:1D:44:D2:57	ORIG_OK	ORIG_OK	2d9a79	2d9a79					
433	57:A4:BC:C5:0D:C9	ORIG_OK	ORIG_OK	fae2ed	fae2ed					
434	43:AE:D7:2A:47:DF	CRC_BAD	UNFIXED	5bc289	d67485					
435	FF:E8:62:AC:0E:D2	CRC_BAD	UNFIXED	c9c7f2	e9c7f2					
436	EA:32:7A:C5:8D:BF	ORIG_OK	ORIG_OK	5707a0	5707a0					
437	F6:72:62:ED:92:3D	CRC_BAD	UNFIXED	3b3d64	2a6d1c					
438	D0:6D:78:47:39:4F	ORIG_OK	ORIG_OK	52d62e	52d62e					
439	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	441f6b	6c7a3e					
440	D9:B1:51:3A:9C:30	CRC_BAD	UNFIXED	30f284	0ebfcb					
441	41:CF:E8:02:B9:A5	CRC_BAD	UNFIXED	af5362	372bcd					
442	C5:68:6B:99:6A:C5	ORIG_OK	ORIG_OK	be2ee8	be2ee8					
443	52:5C:3A:99:8C:AB	CRC_BAD	UNFIXED	78693e	535cfe					
444	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	652461	cd5976					
445	7C:67:E3:3C:A2:1C	CRC_BAD	UNFIXED	4726e9	381713					
446	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	cb5d4e	df930e					
447	7D:C9:C0:BD:85:B3	CRC_BAD	UNFIXED	d55461	771cf1					
448	45:4E:56:DC:16:AA	ORIG_OK	ORIG_OK	85f766	85f766					
449	7C:AA:1D:44:D2:57	ORIG_OK	ORIG_OK	2d9a79	2d9a79					
450	57:A4:BC:C5:0D:C9	ORIG_OK	ORIG_OK	fae2ed	fae2ed					
451	43:AE:D7:2A:47:DF	ORIG_OK	ORIG_OK	577489	577489					
452	EA:32:7A:C5:8D:BF	CRC_BAD	UNFIXED	381b57	5707a0					
453	7C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	b82370	b82595					
454	D0:6D:78:47:39:4F	ORIG_OK	ORIG_OK	52d62e	52d62e					
455	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	7003c0	6c7a3e					
456	D9:B1:51:3A:9C:30	ORIG_OK	ORIG_OK	0ebfcb	0ebfcb					
457	DC:D6:44:C7:D7:A6	ORIG_OK	ORIG_OK	4bd8db	4bd8db					
458	4A:01:B9:78:EA:1D	CRC_BAD	UNFIXED	227ab4	5dd250					
459	F0:E3:99:3D:ED:D2	CRC_BAD	UNFIXED	e63bc9	ed584d					
460	7F:CC:BF:4B:DA:DE	CRC_BAD	UNFIXED	ef4377	e8c377					
461	E9:5A:FB:9E:46:7C	CRC_BAD	UNFIXED	01d5ed	11e0c1					
462	D5:30:D6:9E:D7:F2	CRC_BAD	UNFIXED	5421d5	cbf445					
463	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	6e52ad	be2ee8					
464	52:5C:3A:99:8C:AB	ORIG_OK	ORIG_OK	72da5e	72da5e					
465	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	3ed60a	e4f30b					
466	45:4E:56:DC:26:AA	CRC_BAD	UNFIXED	24c526	85f766					
467	7D:C9:C0:BD:85:B3	ORIG_OK	ORIG_OK	771cf1	771cf1					
468	7C:AA:1D:44:D2:57	CRC_BAD	UNFIXED	a839a2	50fa34					
469	57:A4:BC:C5:0D:C9	ORIG_OK	ORIG_OK	fae2ed	fae2ed					
470	C2:97:CC:47:79:BF	ORIG_OK	ORIG_OK	cc632b	cc632b					
471	43:AE:D7:2A:47:DF	ORIG_OK	ORIG_OK	577489	577489					
472	EA:32:7A:CC:8D:BF	CRC_BAD	UNFIXED	69ee8e	5707a0					
473	F6:72:62:ED:92:1D	CRC_BAD	UNFIXED	6ff354	2a6d9c					
474	7C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	f10e2d	b82370					
475	D0:6D:78:47:39:4F	CRC_BAD	UNFIXED	52d62e	52d628					
476	C6:70:C1:4D:DA:68	CRC_BAD	UNFIXED	63e1be	6c7a3e					
477	C2:FE:C7:D7:CA:A0	CRC_BAD	UNFIXED	310299	41006d					
478	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	a71d82	4bd8db					
479	F0:E3:99:3D:ED:D2	CRC_BAD	UNFIXED	d38497	ed584d					
480	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	4f7903	c7d1a1					
481	43:CF:E8:02:99:A5	ORIG_OK	ORIG_OK	372bcd	372bcd					
482	7F:CC:BF:4B:DA:DE	ORIG_OK	ORIG_OK	ef4377	ef4377					
483	E9:5A:FB:9E:46:7C	CRC_BAD	UNFIXED	39c24b	11e0c1					
484	D5:30:D6:9E:D7:F2	CRC_BAD	UNFIXED	afbc70	cbf445					
485	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	b7ee68	beb7e8					
486	52:5C:3A:99:8C:AB	CRC_BAD	UNFIXED	72da5e	70da56					
487	44:27:8B:7A:64:72	ORIG_OK	ORIG_OK	43a866	43a866					
488	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	a97787	e4f303					
489	F6:FE:7E:BD:D0:B3	ORIG_OK	ORIG_OK	42917a	42917a					
490	7D:C9:C0:BD:85:B3	CRC_BAD	UNFIXED	869e75	771cf1					
491	7C:AA:1D:44:D2:57	CRC_BAD	UNFIXED	ec769e	00faa5					
492	C2:97:CC:47:79:BF	ORIG_OK	ORIG_OK	cc632b	cc632b					
493	FF:E8:62:AC:0E:D2	ORIG_OK	ORIG_OK	c9c7f2	c9c7f2					
494	F6:72:62:ED:92:3D	ORIG_OK	ORIG_OK	2a6d9c	2a6d9c					
495	D0:6D:58:47:39:4F	CRC_BAD	UNFIXED	8f38a7	52d62e					
496	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	8c7a60	4bd8db					
497	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	e9d77b	372bcd					
498	7F:CC:BF:4B:DA:DE	CRC_BAD	UNFIXED	0e0596	ef4377					
499	52:5C:3A:99:8A:EB	CRC_BAD	UNFIXED	b54091	72da5e					
500	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	795081	43a866					
501	CB:F7:96:33:13:13	ORIG_OK	ORIG_OK	e4f30b	e4f30b					
502	C2:97:A0:09:6A:11	ORIG_OK	ORIG_OK	25957f	25957f					
503	45:4E:56:DC:16:AA	CRC_BAD	UNFIXED	75573b	85f766					
504	7D:C9:C0:BD:85:B3	ORIG_OK	ORIG_OK	771cf1	771cf1					
505	7C:AA:15:44:D2:57	CRC_BAD	UNFIXED	281c51	2d9a79					
506	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	cbe49c	fae2ed					
507	C2:97:CC:47:79:BF	ORIG_OK	ORIG_OK	cc632b	cc632b					
508	7C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	4eb901	bca378					
509	D0:6D:78:47:39:4F	CRC_BAD	UNFIXED	8acfea	d2d62e					
510	C6:70:C1:4D:DA:68	ORIG_OK	ORIG_OK	6c7a3e	6c7a3e					
511	D9:B1:51:3A:9C:30	CRC_BAD	UNFIXED	cbb921	0ebfcb					
512	C2:FE:C7:D7:CA:A0	CRC_BAD	UNFIXED	3137d5	c1006d					
513	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	c3fbae	4bd8db					
514	4A:01:B9:78:EA:1D	CRC_BAD	UNFIXED	e9a340	1dc870					
515	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	81b561	d46d10					
516	7F:CC:BF:4B:DA:DE	ORIG_OK	ORIG_OK	ef4377	ef4377					
517	E9:5A:FB:9E:46:7C	CRC_BAD	UNFIXED	231161	11e349					
518	52:5C:3A:99:8C:AB	ORIG_OK	ORIG_OK	72da5e	72da5e					
519	7C:67:E3:3C:A2:1C	CRC_BAD	UNFIXED	3c5964	381713					
520	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	dc6735	43a866					
521	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	384df2	e4f30b					
522	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	66e1b1	42917a					
523	FC:AA:1D:44:D2:57	CRC_BAD	UNFIXED	045573	2d9a79					
524	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	649245	fae2ed					
525	43:AE:D7:2A:47:DF	CRC_BAD	UNFIXED	eef303	d57689					
526	F6:72:62:ED:92:3D	CRC_BAD	UNFIXED	11d2fd	2a6d9c					
527	7C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	ddcf41	b02370					
528	C6:70:C1:4D:DA:68	ORIG_OK	ORIG_OK	6c7a3e	6c7a3e					
529	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	574274	4ffffb					
530	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	8c4f1e	c7d1a1					
531	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	3b9367	372bcd					
532	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	6cac2e	7ebd5f					
533	7C:67:E3:3C:A2:1C	ORIG_OK	ORIG_OK	381713	381713					
534	C5:68:6B:99:6A:C5	ORIG_OK	ORIG_OK	be2ee8	be2ee8					
535	52:52:3A:99:8C:AB	CRC_BAD	UNFIXED	5b767f	62fa52					
536	CB:F7:96:33:13:13	CRC_BAD	UNFIXED	a3b073	df9eae					
537	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	ac9f07	42917a					
538	C2:97:A0:09:6A:11	ORIG_OK	ORIG_OK	25957f	25957f					
539	7C:AA:1D:44:D2:57	ORIG_OK	ORIG_OK	2d9a79	2d9a79					
540	7D:C9:C0:BD:85:B3	ORIG_OK	ORIG_OK	771cf1	771cf1					
541	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	3cb035	fae27d					
542	FF:E8:62:AC:0E:D2	CRC_BAD	UNFIXED	04ed58	c9c7f2					
543	EA:32:7A:C5:8D:BF	CRC_BAD	UNFIXED	6eb84b	5707a0					
544	F6:72:62:ED:92:3D	ORIG_OK	ORIG_OK	2a6d9c	2a6d9c					
545	D9:B1:51:3A:9C:30	ORIG_OK	ORIG_OK	0ebfcb	0ebfcb					
546	C2:FE:C7:D7:CA:A0	CRC_BAD	UNFIXED	47d06f	41006d					
547	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	4bd8db	4bd8de					
548	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	2c587b	c7d3a1					
549	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	83d898	372bcd					
550	7F:CC:BF:4B:DA:DE	CRC_BAD	UNFIXED	d9fbdc	ef4377					
551	E9:5A:FB:9E:46:7C	CRC_BAD	UNFIXED	484c8d	51e0c1					
552	F4:0A:68:DD:6E:C0	CRC_BAD	UNFIXED	7df0b2	a6b4e9					
553	7C:67:E3:3C:A2:1C	CRC_BAD	UNFIXED	381713	3810a2					
554	C5:68:6B:99:6A:C5	CRC_BAD	UNFIXED	f6f92d	be2ee8					
555	52:5C:3A:99:8C:AB	CRC_BAD	UNFIXED	01e4f4	72da5e					
556	CB:F4:96:33:13:13	CRC_BAD	UNFIXED	e29057	e4f30b					
557	F6:FE:7E:BD:D0:B3	CRC_BAD	UNFIXED	a4bfb1	42917a					
558	45:4E:56:DC:16:AA	CRC_BAD	UNFIXED	85f766	875766					
559	7C:AA:1D:44:D2:57	ORIG_OK	ORIG_OK	2d9a79	2d9a79					
560	F6:72:62:ED:92:3D	CRC_BAD	UNFIXED	872fb4	e896fa					
561	EA:32:7A:C5:8D:BF	ORIG_OK	ORIG_OK	5707a0	5707a0					
562	7C:24:AF:57:9B:5D	ORIG_OK	ORIG_OK	b82370	b82370					
563	D0:6D:78:47:39:4F	CRC_BAD	UNFIXED	2dbb35	52d62e					
564	C6:70:C1:4D:DA:68	ORIG_OK	ORIG_OK	6c7a3e	6c7a3e					
565	C2:FE:C7:D7:CA:A0	ORIG_OK	ORIG_OK	41006d	41006d					
566	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	f03335	4bd8db					
567	F0:E3:99:3D:ED:D2	CRC_BAD	UNFIXED	20e43a	ed784c					
568	43:CF:E8:02:99:A5	ORIG_OK	ORIG_OK	372bcd	372bcd					
569	7F:CC:BF:4B:DA:DE	ORIG_OK	ORIG_OK	ef4377	ef4377					
570	E9:5A:FB:9E:46:7C	CRC_BAD	UNFIXED	8d1220	11e0c1					
571	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	beecde	16a785					
572	52:5C:3A:99:8C:AB	CRC_BAD	UNFIXED	d1618f	5b1ce6					
573	CB:F7:96:33:13:13	ORIG_OK	ORIG_OK	e4f30b	e4f30b					
574	7C:AA:1D:44:D2:57	CRC_BAD	UNFIXED	de9e79	2d9a79					
575	7D:C9:C0:BD:85:B3	ORIG_OK	ORIG_OK	771cf1	771cf1					
576	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	6a6c97	fae2ed					
577		CRC_BAD	UNFIXED	0f0073	2a6d9c					
578	7C:04:AF:57:9B:5D	CRC_BAD	UNFIXED	6086a0	b82370					
579	D0:6D:78:47:39:4F	ORIG_OK	ORIG_OK	52d62e	52d62e					
580	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	c1d354	4bd8db					
581	4A:01:B9:78:EA:1D	CRC_BAD	UNFIXED	dec96d	1dd252					
582	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	42c24f	c7d1a1					
583	7F:CC:BF:4B:DA:DE	ORIG_OK	ORIG_OK	ef4377	ef4377					
584	F4:0A:68:DD:7E:C0	CRC_BAD	UNFIXED	bc250a	7ebcff					
585	7C:67:E3:3C:A2:1C	CRC_BAD	UNFIXED	0acf13	31ef13					
586	C5:68:6B:99:6A:C5	ORIG_OK	ORIG_OK	be2ee8	be2ee8					
587	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	22e523	43a866					
588	7C:AA:1D:44:D2:57	CRC_BAD	UNFIXED	2d9a79	2daa15					
589	C2:97:A0:09:6A:11	ORIG_OK	ORIG_OK	25957f	25957f					
590	43:AE:D7:2A:47:DF	CRC_BAD	UNFIXED	65ac89	577489					
591	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	6aaf6f	faa2ed					
592	C2:97:CC:47:79:BF	ORIG_OK	ORIG_OK	cc632b	cc632b					
593	FF:E8:62:AC:0E:D2	CRC_BAD	UNFIXED	39e909	c9c7f2					
594	F6:72:62:ED:92:3D	ORIG_OK	ORIG_OK	2a6d9c	2a6d9c					
595	7C:24:AF:57:9B:5D	CRC_BAD	UNFIXED	b8c5ff	982370					
596	C6:70:C1:4D:DA:68	ORIG_OK	ORIG_OK	6c7a3e	6c7a3e					
597	DC:D6:44:C7:D7:A6	CRC_BAD	UNFIXED	197482	4bd8db					
598	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	96ae6a	372bcd					
599	F4:0A:68:DD:7E:C0	ORIG_OK	ORIG_OK	7ebd5f	7ebd5f					
600	7C:67:E3:3C:A2:1C	CRC_BAD	UNFIXED	1afc79	381713					
601	52:5C:3A:99:8C:AB	CRC_BAD	UNFIXED	b5d059	72da5e					
602	44:27:8B:7A:64:72	CRC_BAD	UNFIXED	e35ada	43a866					
603	45:4E:56:DC:16:AA	CRC_BAD	UNFIXED	85f766	85f498					
604	7C:AA:1D:44:D2:57	ORIG_OK	ORIG_OK	2d9a79	2d9a79					
605	7D:C1:C0:BD:85:B3	CRC_BAD	UNFIXED	0b9079	771cf1					
606	43:AE:D7:2A:47:DF	CRC_BAD	UNFIXED	15eae0	577489					
607	57:A4:BC:C5:0D:C9	CRC_BAD	UNFIXED	993242	32e17f					
608	C2:97:CC:47:79:BF	ORIG_OK	ORIG_OK	cc632b	cc632b					
609	EA:32:7A:C5:8D:BF	ORIG_OK	ORIG_OK	5707a0	5707a0					
610	C5:E0:C1:4D:DA:68	CRC_BAD	UNFIXED	48302d	6c7a3e					
611	D9:B1:51:3A:9C:30	ORIG_OK	ORIG_OK	0ebfcb	0ebfcb					
612	C2:FE:E7:D7:CA:A0	CRC_BAD	UNFIXED	9ceee4	41006d					
613	4A:01:B9:79:0A:1D	CRC_BAD	UNFIXED	620e08	5dd250					
614	CE:AA:AB:D2:FC:09	CRC_BAD	UNFIXED	225603	c7d1a1					
615	43:CF:E8:02:99:A5	CRC_BAD	UNFIXED	3e3ec3	372bcd					
616	7C:67:E3:3C:A2:1C	CRC_BAD	UNFIXED	3cb794	381713					
617		CRC_BAD	UNFIXED	5cfe73	3ebc4b					
